company_names,cars_names,engines,horsepower,cars_prices,fuel_types,seats
Volkswagen,Golf Variant GTD,2.0L Diesel I4,184.0,38000.0,Diesel,5
Volkswagen,Polo GTI R5,1.6L Turbocharged Rally Engine,272.0,45000.0,Petrol,5
Volkswagen,ID. Buzz Pro,Electric,204.0,60000.0,Electric,7
Volkswagen,Jetta Hybrid,1.4L I4 Turbo + Electric Motor,170.0,28000.0,Hybrid,5
Volkswagen,Golf Variant Alltrack,2.0L Diesel I4,175.0,35000.0,Petrol,5
Volkswagen,Volkswagen XL1,Plug-in Hybrid (0.8L I2 Diesel),68.0,150000.0,Hybrid,2
Volkswagen,Golf TDI,2.0L Diesel I4,167.0,28000.0,Diesel,5
Volkswagen,Passat Variant,1.5L I4 Turbo / 2.0L Diesel,195.0,30000.0,Petrol,5
Volkswagen,Polo GTI Clubsport,2.0L I4 Turbo,300.0,30000.0,Petrol,5
Volkswagen,ID.3 GTX,Electric,299.0,45000.0,Electric,5
Volkswagen,Arteon R-Line,2.0L I4 Turbo,235.0,50000.0,Petrol,5
Volkswagen,Golf TGI,1.5L I4 CNG,130.0,30000.0,Petrol,5
Volkswagen,Scirocco GTS,2.0L I4 Turbo,220.0,35000.0,Petrol,4
Volkswagen,Caddy Maxi,2.0L Diesel I4,136.0,25000.0,Diesel,7
Volkswagen,Volkswagen Lupo 3L,1.2L Diesel I3,61.0,20000.0,Diesel,4
Volkswagen,Polo Beats,1.0L I3 Turbo,95.0,22000.0,Petrol,5
Volkswagen,Passat Hybrid,1.4L I4 Turbo + Electric Motor,215.0,32000.0,Hybrid,5
Volkswagen,Golf TCR,2.0L I4 Turbo,290.0,40000.0,Petrol,5
Volkswagen,Tiguan R-Line,2.0L I4 Turbo,210.0,45000.0,Petrol,5
Volkswagen,Sharan Business,2.0L Diesel I4,167.0,35000.0,Diesel,7
Volkswagen,ID. Buzz Cargo Pro,Electric,204.0,55000.0,Electric,2
Volkswagen,Arteon 280 TSI,2.0L I4 Turbo,280.0,50000.0,Petrol,5
Volkswagen,Jetta GLI 35th,2.0L I4 Turbo,228.0,31000.0,Petrol,5
Volkswagen,Beetle Final Edition,2.0L I4 Turbo,174.0,25000.0,Petrol,4
Volkswagen,Golf Variant TDI,2.0L Diesel I4,167.0,30000.0,Diesel,5
Volkswagen,Golf 4MOTION,2.0L Diesel I4,167.0,40000.0,Petrol,5
Volkswagen,Jetta SportWagen,1.4L I4 Turbo / 2.0L Diesel I4,148.5,27000.0,Petrol,5
Volkswagen,Polo GTI Plus,2.0L I4 Turbo,207.0,30000.0,Petrol,5
Volkswagen,Touareg V6,3.0L V6 Turbo Diesel / Gasoline,285.5,60000.0,Petrol,5
Volkswagen,Tiguan eHybrid,1.4L I4 Turbo + Electric Motor,245.0,42000.0,Hybrid,5
Volkswagen,Up! e-up!,Electric,83.0,23000.0,Electric,4
Volkswagen,Amarok V8,4.0L V8 Turbo Diesel,325.0,70000.0,Diesel,5
Volkswagen,Golf R Cabriolet,2.0L I4 Turbo,265.0,45000.0,Petrol,4
Volkswagen,Passat Alltrack TDI,2.0L Diesel I4,190.0,40000.0,Diesel,5
Volkswagen,ID. Buzz Cargo EV,Electric,204.0,55000.0,Electric,2
Nissan,Versa,1.6L Inline-4,122.0,16700.0,Petrol,5
Nissan,Micra,1.0L Turbocharged Inline-3,100.0,15500.0,Petrol,5
Nissan,Patrol Platinum,5.6L V8,400.0,77000.0,Petrol,7
Nissan,Qashqai,1.3L Turbocharged Inline-4,156.0,26000.0,Petrol,5
Nissan,Murano,3.5L V6,260.0,39000.0,Petrol,5
Nissan,Maxima Platinum,3.5L V6,300.0,45000.0,Petrol,5
Nissan,Armada,5.6L V8,400.0,51000.0,Petrol,8
Nissan,Kicks,1.6L Inline-4,122.0,20000.0,Petrol,5
Nissan,X-Trail,1.5L Turbocharged Inline-3,201.0,29000.0,Hybrid,5
Nissan,Z (Fairlady Z),3.0L Twin-Turbo V6,400.0,40000.0,Petrol,2
Nissan,Almera,1.0L Turbocharged Inline-3,100.0,14500.0,Petrol,5
Nissan,Sylphy,1.8L Inline-4,137.0,18000.0,Petrol,5
Nissan,Note,1.2L Inline-3 Hybrid,109.0,16000.0,Hybrid,5
Nissan,Sunny,1.6L Inline-4,118.0,15000.0,Petrol,5
Nissan,Cube,1.8L Inline-4,122.0,14500.0,Petrol,5
Nissan,Juke,1.0L Turbocharged Inline-3,117.0,25000.0,Petrol,5
Nissan,Terrano,1.5L Inline-4 Diesel,110.0,15500.0,Diesel,5
Nissan,Magnite,1.0L Turbocharged Inline-3,100.0,12000.0,Petrol,5
Nissan,Xterra,4.0L V6,261.0,35000.0,Petrol,7
Nissan,Patrol,5.6L V8,400.0,77000.0,Petrol,7
Nissan,GT-R NISMO,3.8L Twin-Turbo V6,600.0,220000.0,Petrol,2
Nissan,370Z Roadster,3.7L V6,332.0,41820.0,Petrol,2
Nissan,Ariya,Dual Electric Motors,389.0,58950.0,Electric,5
Nissan,Patrol Royale,5.6L V8,400.0,85000.0,Petrol,7
Nissan,Infiniti QX80*,5.6L V8,400.0,70600.0,Petrol,7
Nissan,Tiida,1.6L Inline-4,126.0,14500.0,Petrol,5
Nissan,Pulsar,1.2L Turbocharged Inline-4,115.0,19000.0,Petrol,5
Nissan,Latio,1.5L Inline-4,102.0,13000.0,Petrol,5
Nissan,Bluebird Sylphy,2.0L Inline-4,133.0,18500.0,Petrol,5
Nissan,March,1.2L Inline-3,79.0,12000.0,Petrol,5
Nissan,Rogue Sport,2.0L Inline-4,141.0,24960.0,Petrol,5
Nissan,X-Trail Hybrid,2.0L Inline-4 Hybrid,179.0,28500.0,Hybrid,5
Nissan,Pathfinder Rock Creek,3.5L V6,284.0,42820.0,Petrol,7
Nissan,Armada Platinum,5.6L V8,400.0,65300.0,Petrol,8
Nissan,Terrano XL,1.6L Inline-4,104.0,14000.0,Petrol,5
Nissan,GT-R50 by Italdesign,3.8L Twin-Turbo V6,720.0,1100000.0,Petrol,2
Nissan,370Z NISMO,3.7L V6,350.0,45790.0,Petrol,2
Nissan,Ariya E-4ORCE,Dual Electric Motors,389.0,60000.0,Electric,5
Nissan,Patrol NISMO,5.6L V8,428.0,105000.0,Petrol,7
Nissan,Infiniti Q60*,3.0L V6 Twin-Turbo,300.0,41750.0,Petrol,4
Nissan,Primera,2.0L Inline-4,140.0,20000.0,Petrol,5
Nissan,Skyline,3.0L V6 Twin-Turbo,400.0,50000.0,Petrol,5
Nissan,Cedric,2.0L Inline-6,150.0,22000.0,Petrol,5
Nissan,Gloria,2.5L V6,210.0,30000.0,Petrol,5
Nissan,Stanza,1.8L Inline-4,120.0,18500.0,Petrol,5
Nissan,Patrol Super Safari,4.8L Inline-6,280.0,55000.0,Petrol,7
Nissan,Pathfinder Hybrid,2.5L Inline-4 Hybrid,250.0,42500.0,Hybrid,7
Nissan,X-Terra Pro-4X,2.5L Inline-4,190.0,40000.0,Petrol,7
Nissan,Rogue Platinum,1.5L Turbo Inline-3,201.0,38000.0,Petrol,5
Nissan,Qashqai Tekna,1.3L Turbo Hybrid Inline-4,158.0,36000.0,Hybrid,5
Nissan,GT-R V-Spec,3.8L Twin-Turbo V6,600.0,175000.0,Petrol,2
Nissan,Skyline NISMO,3.0L Twin-Turbo V6,420.0,55000.0,Petrol,5
Nissan,Ariya Lounge Edition,Dual Electric Motors,389.0,63000.0,Electric,5
Nissan,Patrol Titanium,5.6L V8,428.0,98000.0,Petrol,7
Nissan,Infiniti FX50*,5.0L V8,390.0,61750.0,Petrol,5
Nissan,Avenir,2.0L Inline-4,140.0,20000.0,Petrol,5
Nissan,Wingroad,1.8L Inline-4,125.0,18000.0,Petrol,5
Nissan,Presea,1.8L Inline-4,115.0,17500.0,Petrol,5
Nissan,Leopard,3.0L V6,210.0,32000.0,Petrol,5
Nissan,Sunny NISMO Edition,1.6L Turbo Inline-4,190.0,24000.0,Petrol,5
Nissan,Paladin,2.4L Inline-4,150.0,20000.0,Petrol,5
Nissan,Hardbody SUV,2.5L Inline-4,158.0,18500.0,Petrol,5
Nissan,Patrol Desert Edition,5.6L V8,428.0,95000.0,Petrol,7
Nissan,Pathfinder Armada,5.6L V8,400.0,60000.0,Petrol,7
Nissan,Rogue Midnight Edition,1.5L Turbo Inline-3,201.0,39000.0,Petrol,5
Nissan,GT-R Black Edition,3.8L Twin-Turbo V6,600.0,185000.0,Petrol,2
Nissan,Fairlady Z Heritage,3.0L Twin-Turbo V6,400.0,48000.0,Petrol,2
Nissan,Skyline GT-R R34,2.6L Twin-Turbo Inline-6,276.0,70000.0,Petrol,4
Nissan,Ariya Premiere,Dual Electric Motors,389.0,67000.0,Electric,5
Nissan,Infiniti QX55*,2.0L VC-Turbo Inline-4,268.0,50000.0,Petrol,5
Nissan,NV350 Caravan,2.5L Inline-4 Diesel,129.0,28000.0,Diesel,8
Nissan,Navara,2.3L Inline-4 Diesel,190.0,32000.0,Diesel,5
Nissan,Titan XD,5.6L V8,400.0,55000.0,Petrol,6
Nissan,Evalia,1.5L Inline-4 Diesel,85.0,25000.0,Diesel,7
Nissan,Cabstar,2.5L Inline-4 Diesel,130.0,27000.0,Diesel,3
Nissan,Cherry,1.4L Inline-4,67.0,14000.0,Petrol,5
Nissan,Laurel,2.8L Inline-6 Diesel,94.0,22000.0,Diesel,5
Nissan,Silvia,2.0L Turbo Inline-4,247.0,45000.0,Petrol,4
Nissan,NX Coupe,2.0L Inline-4,140.0,22000.0,Petrol,4
Nissan,AD Wagon,1.5L Inline-4,105.0,16000.0,Petrol,5
Nissan,Patrol Super Safari Y61,4.8L Inline-6,280.0,58000.0,Petrol,7
Nissan,Pathfinder Rock Creek Edition,3.5L V6,284.0,44000.0,Petrol,7
Nissan,Terrano II,2.7L Inline-4 Diesel,125.0,28000.0,Diesel,5
Nissan,Murano CrossCabriolet,3.5L V6,260.0,47000.0,Petrol,4
Nissan,X-Trail Tekna,1.5L Turbo Hybrid,204.0,43000.0,Hybrid,5
Nissan,GT-R LM NISMO,3.0L Twin-Turbo V6 Hybrid,500.0,600000.0,Hybrid,2
Nissan,Skyline 400R,3.0L Twin-Turbo V6,400.0,70000.0,Petrol,5
Nissan,Infiniti G37*,3.7L V6,328.0,42000.0,Petrol,5
Nissan,Patrol Black Edition,5.6L V8,400.0,85000.0,Petrol,7
Nissan,Ariya Empower+,Dual Electric Motors,389.0,68000.0,Electric,5
Nissan,Datsun 510 (Classic),1.6L Inline-4,96.0,25000.0,Petrol,4
Nissan,200SX,2.0L Turbo Inline-4,200.0,30000.0,Petrol,4
Nissan,300ZX,3.0L Twin-Turbo V6,300.0,50000.0,Petrol,4
Nissan,R390 GT1 Road Car,3.5L Twin-Turbo V8,550.0,1000000.0,Petrol,2
Nissan,Figaro,1.0L Turbo Inline-4,76.0,20000.0,Petrol,4
Nissan,Hardbody Truck,2.4L Inline-4,134.0,25000.0,Petrol,5
Nissan,Atlas,3.0L Inline-4 Diesel,130.0,35000.0,Diesel,3
Nissan,Clipper,660cc Inline-3,48.0,10000.0,Petrol,4
Nissan,NV200,2.0L Inline-4,131.0,28000.0,Petrol,7
Nissan,Violet,1.8L Inline-4,85.0,18000.0,Petrol,5
Nissan,Bluebird Z,2.0L Inline-4,140.0,23000.0,Petrol,5
Nissan,Stanza Wagon,2.4L Inline-4,138.0,22000.0,Petrol,7
Nissan,180SX,2.0L Turbo Inline-4,205.0,35000.0,Petrol,4
Nissan,Sunny California,1.6L Inline-4,110.0,18000.0,Petrol,5
Nissan,Patrol Warrior,5.6L V8,428.0,95000.0,Petrol,7
Nissan,Pathfinder Armada Platinum,5.6L V8,400.0,70000.0,Petrol,7
Nissan,Rogue Sport SL,2.0L Inline-4,141.0,32000.0,Petrol,5
Nissan,X-Trail Platinum Edition,1.5L Turbo Hybrid,204.0,46000.0,Hybrid,5
Nissan,Qashqai e-Power,1.5L Hybrid,187.0,40000.0,Hybrid,5
Nissan,GT-R Egoist,3.8L Twin-Turbo V6,565.0,220000.0,Petrol,2
Nissan,Infiniti M45*,4.5L V8,325.0,50000.0,Petrol,5
Nissan,Skyline 50th Anniversary,3.0L Twin-Turbo V6,400.0,75000.0,Petrol,5
Nissan,Ariya Dual Motor AWD,Dual Electric Motors,389.0,70000.0,Electric,5
Nissan,Patrol Legend Edition,5.6L V8,428.0,95000.0,Petrol,7
Nissan,Datsun 240Z (Classic),2.4L Inline-6,151.0,45000.0,Petrol,2
Nissan,100NX,1.6L Inline-4,110.0,18000.0,Petrol,4
Nissan,Cedric Special Edition,3.0L V6,250.0,60000.0,Petrol,5
Nissan,300ZX Turbo,3.0L Twin-Turbo V6,300.0,55000.0,Petrol,4
Nissan,Silvia S15 Spec-R,2.0L Turbo Inline-4,250.0,35000.0,Petrol,4
Nissan,NV400,2.3L Inline-4 Diesel,135.0,40000.0,Diesel,3
Nissan,Titan Warrior,5.6L V8,400.0,55000.0,Petrol,5
Nissan,Caravan Coach,2.5L Inline-4 Diesel,127.0,30000.0,Diesel,7
Nissan,Serena e-Power,1.2L Hybrid,134.0,35000.0,Hybrid,7
Nissan,Elgrand,3.5L V6,280.0,50000.0,Petrol,7
Nissan,Datsun 510,1.6L Inline-4,96.0,25000.0,Petrol,4
Nissan,Prairie,2.0L Inline-4,120.0,18000.0,Petrol,5
Nissan,Pulsar GTI-R,2.0L Turbo Inline-4,230.0,30000.0,Petrol,5
Nissan,Almera Tino,1.8L Inline-4,114.0,15000.0,Petrol,5
Nissan,Lucino,1.6L Inline-4,115.0,12000.0,Petrol,5
Nissan,Rasheen,1.5L Inline-4,105.0,10000.0,Petrol,5
Nissan,Mistral,2.7L Turbo Diesel,125.0,25000.0,Diesel,7
Nissan,Patrol Y60,4.2L Inline-6,155.0,45000.0,Diesel,7
Nissan,X-Trail GT,2.0L Turbo Inline-4,280.0,38000.0,Petrol,5
Nissan,Terrano Regulus,3.3L V6,170.0,28000.0,Petrol,5
Nissan,President,4.5L V8,280.0,70000.0,Petrol,5
Nissan,Cima,4.1L V8,270.0,60000.0,Petrol,5
Nissan,Leopard J. Ferie,3.0L V6 Turbo,255.0,45000.0,Petrol,5
Nissan,Gloria Gran Turismo,3.0L V6 Turbo,255.0,50000.0,Petrol,5
Nissan,Infiniti Q45*,4.5L V8,340.0,50000.0,Petrol,5
Nissan,Datsun 240Z,2.4L Inline-6,151.0,45000.0,Petrol,2
Nissan,280ZX,2.8L Inline-6,145.0,35000.0,Petrol,2
Nissan,Silvia S13,1.8L Turbo Inline-4,175.0,20000.0,Petrol,4
Nissan,200SX,2.0L Turbo Inline-4,200.0,25000.0,Petrol,4
Nissan,NX Coupe,1.8L Inline-4,140.0,18000.0,Petrol,4
Nissan,NV2500,4.0L V6,261.0,36000.0,Petrol,2
Nissan,NV3500,5.6L V8,375.0,42000.0,Petrol,2
Nissan,NT400 Cabstar,3.0L Inline-4 Diesel,150.0,35000.0,Diesel,3
Porsche,Panamera,2.9L V6 Twin Turbo,330.0,88000.0,Petrol,4
Porsche,Panamera 4,2.9L V6 Twin Turbo,330.0,92000.0,Petrol,4
Porsche,Panamera 4S,2.9L V6 Twin Turbo,440.0,105000.0,Petrol,4
Porsche,Panamera Turbo S,4.0L V8 Twin Turbo,620.0,180000.0,Petrol,4
Porsche,Panamera GTS,4.0L V8 Twin Turbo,473.0,130000.0,Petrol,4
Porsche,Panamera Platinum Edition,2.9L V6 Twin Turbo,330.0,102000.0,Petrol,4
Porsche,Panamera E-Hybrid,2.9L V6 + Electric Motor,455.0,115000.0,Hybrid (Petrol),4
Porsche,Panamera 4 E-Hybrid Sport Turismo,2.9L V6 + Electric Motor,455.0,120000.0,Hybrid (Petrol),4
Porsche,Panamera Turbo S E-Hybrid,4.0L V8 + Electric Motor,690.0,190000.0,Hybrid (Petrol),4
Porsche,Panamera 4 Executive,2.9L V6 Twin Turbo,330.0,95000.0,Petrol,4
Porsche,Cayenne,3.0L V6 Turbo,335.0,80000.0,Petrol,5
Porsche,Cayenne Coupe,3.0L V6 Turbo,335.0,85000.0,Petrol,5
Porsche,Cayenne S,2.9L V6 Twin Turbo,434.0,95000.0,Petrol,5
Porsche,Cayenne Turbo,4.0L V8 Twin Turbo,541.0,130000.0,Petrol,5
Porsche,Cayenne GTS,4.0L V8 Twin Turbo,453.0,110000.0,Petrol,5
Porsche,Cayenne Turbo S E-Hybrid,4.0L V8 + Electric Motor,670.0,170000.0,Hybrid (Petrol),5
Porsche,Macan,2.0L I4 Turbo,261.0,60000.0,Petrol,5
Porsche,Macan S,2.9L V6 Twin Turbo,375.0,75000.0,Petrol,5
Porsche,Macan GTS,2.9L V6 Twin Turbo,434.0,85000.0,Petrol,5
Porsche,Macan T,2.0L I4 Turbo,261.0,65000.0,Petrol,5
Porsche,911 Carrera,3.0L Flat-6 Twin Turbo,379.0,110000.0,Petrol,4
Porsche,911 Carrera S,3.0L Twin-Turbo Flat-6,443.0,131300.0,Petrol,4
Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,379.0,106500.0,Petrol,4
Porsche,911 Carrera 4S,3.0L Twin-Turbo Flat-6,443.0,113300.0,Petrol,4
Porsche,911 Targa 4,3.0L Twin-Turbo Flat-6,379.0,121300.0,Petrol,4
Porsche,911 Turbo,3.8L Twin-Turbo Flat-6,572.0,197200.0,Petrol,4
Porsche,911 Turbo S,3.8L Twin-Turbo Flat-6,640.0,230400.0,Petrol,4
Porsche,911 GT3,4.0L Naturally Aspirated Flat-6,502.0,161100.0,Petrol,2
Porsche,911 GT3 RS,4.0L Naturally Aspirated Flat-6,518.0,241300.0,Petrol,2
Porsche,911 Dakar,3.0L Twin-Turbo Flat-6,473.0,222000.0,Petrol,2
Porsche,Taycan,Dual Electric Motors,402.0,86700.0,Electric,4
Porsche,Taycan 4S,Dual Electric Motors,522.0,103800.0,Electric,4
Porsche,Taycan Turbo,Dual Electric Motors,670.0,150900.0,Electric,4
Porsche,Taycan Turbo S,Dual Electric Motors,750.0,185000.0,Electric,4
Porsche,Taycan GTS,Dual Electric Motors,590.0,132750.0,Electric,4
Porsche,Taycan Cross Turismo,Dual Electric Motors,469.0,97700.0,Electric,5
Porsche,Taycan Sport Turismo,Dual Electric Motors,509.0,104000.0,Electric,5
Porsche,718 Cayman,2.0L Turbocharged Flat-4,300.0,63400.0,Petrol,2
Porsche,718 Cayman S,2.5L Turbocharged Flat-4,350.0,75400.0,Petrol,2
Porsche,718 Cayman GT4,4.0L Naturally Aspirated Flat-6,414.0,100200.0,Petrol,2
Porsche,718 Cayman GT4 RS,4.0L Naturally Aspirated Flat-6,493.0,141700.0,Petrol,2
Porsche,718 Boxster,2.0L Turbo Flat-4,300.0,65500.0,Petrol,2
Porsche,718 Boxster T,2.0L Turbo Flat-4,300.0,69600.0,Petrol,2
Porsche,718 Boxster GTS,4.0L Naturally Aspirated Flat-6,394.0,90300.0,Petrol,2
Porsche,718 Spyder,4.0L Naturally Aspirated Flat-6,414.0,98300.0,Petrol,2
Porsche,Panamera Base,2.9L Twin-Turbo V6,325.0,92300.0,Petrol,4
Porsche,Panamera 4 E-Hybrid,2.9L Twin-Turbo V6 + Electric Motor,462.0,113300.0,Hybrid,4
Porsche,Panamera 4 Sport Turismo,2.9L Twin-Turbo V6,325.0,101400.0,Petrol,4
Porsche,Panamera Turbo S E-Hybrid Sport Turismo,4.0L Twin-Turbo V8 + Electric Motor,690.0,200200.0,Hybrid,4
Porsche,Panamera 4S E-Hybrid Executive,2.9L Twin-Turbo V6 + Electric Motor,560.0,128900.0,Hybrid,4
Porsche,Panamera Platinum Edition,2.9L Twin-Turbo V6,325.0,98300.0,Petrol,4
Porsche,Panamera GTS Sport Turismo,4.0L Twin-Turbo V8,473.0,136900.0,Petrol,4
Porsche,Panamera Turbo Executive,4.0L Twin-Turbo V8,550.0,175200.0,Petrol,4
Porsche,Panamera Turbo S Exclusive Series,4.0L Twin-Turbo V8,570.0,290000.0,Petrol,4
Porsche,Panamera 4S,2.9L Twin-Turbo V6,443.0,105000.0,Petrol,4
Porsche,Macan Base,2.0L Turbo Inline-4,265.0,58000.0,Petrol,5
Porsche,Macan T,2.0L Turbo Inline-4,265.0,63000.0,Petrol,5
Porsche,Macan S,2.9L Twin-Turbo V6,375.0,70400.0,Petrol,5
Porsche,Macan GTS,2.9L Twin-Turbo V6,434.0,82900.0,Petrol,5
Porsche,Macan EV,Dual Electric Motors,603.0,85000.0,Electric,5
Porsche,Cayenne Base,3.0L Turbocharged V6,335.0,72200.0,Petrol,5
Porsche,Cayenne E-Hybrid,3.0L V6 + Electric Motor,455.0,91000.0,Hybrid,5
Porsche,Cayenne S Coupe,2.9L Twin-Turbo V6,434.0,94300.0,Petrol,4
Porsche,Cayenne Turbo GT,4.0L Twin-Turbo V8,631.0,182150.0,Petrol,4
Porsche,Cayenne Platinum Edition,3.0L Turbocharged V6,335.0,79000.0,Petrol,5
Porsche,Cayenne Turbo S E-Hybrid Coupe,4.0L Twin-Turbo V8 + Electric Motor,670.0,167800.0,Hybrid,4
Porsche,Cayenne GTS Coupe,4.0L Twin-Turbo V8,453.0,111200.0,Petrol,4
Porsche,Cayenne Diesel (Regional Markets),3.0L Turbo Diesel V6,262.0,69000.0,Diesel,5
Porsche,Cayenne S Hybrid,3.0L V6 + Electric Motor,380.0,85500.0,Hybrid,5
Porsche,Cayenne Coupe Turbo E-Hybrid,4.0L Twin-Turbo V8 + Electric Motor,728.0,182900.0,Hybrid,4
Porsche,Taycan Base,Dual Electric Motors,321.0,86700.0,Electric,4
Cadillac,CT4,2.0L Turbo Inline-4 Gasoline,237.0,34395.0,Petrol,5
Cadillac,CT4-V,2.7L Turbo Inline-4 Gasoline,325.0,46595.0,Petrol,5
Cadillac,CT5,2.0L Turbo Inline-4 Gasoline,237.0,38195.0,Petrol,5
Cadillac,CT5-V,3.0L Twin-Turbo V6 Gasoline,360.0,50995.0,Petrol,5
Porsche,Taycan Cross Turismo 4,Dual Electric Motors,375.0,94800.0,Electric,4
Porsche,Taycan Cross Turismo GTS,Dual Electric Motors,590.0,139400.0,Electric,4
Porsche,Taycan Sport Turismo Base,Dual Electric Motors,375.0,90500.0,Electric,4
Porsche,Taycan Sport Turismo GTS,Dual Electric Motors,590.0,136700.0,Electric,4
Porsche,Taycan Turbo S Cross Turismo,Dual Electric Motors,750.0,190000.0,Electric,4
Porsche,911 Carrera Base,3.0L Twin-Turbo Flat-6,379.0,106100.0,Petrol,4
Porsche,911 Carrera S Cabriolet,3.0L Twin-Turbo Flat-6,443.0,129900.0,Petrol,4
Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,379.0,113300.0,Petrol,4
Porsche,911 Carrera 4 GTS,3.0L Twin-Turbo Flat-6,473.0,137000.0,Petrol,4
Porsche,911 Targa 4 GTS,3.0L Twin-Turbo Flat-6,473.0,157300.0,Petrol,4
Porsche,911 Turbo Cabriolet,3.8L Twin-Turbo Flat-6,572.0,184100.0,Petrol,4
Porsche,911 Turbo S Coupe,3.8L Twin-Turbo Flat-6,640.0,207000.0,Petrol,4
Porsche,911 GT3 Touring,4.0L Naturally Aspirated Flat-6,502.0,170000.0,Petrol,2
Porsche,911 GT3 RS Clubsport,4.0L Naturally Aspirated Flat-6,525.0,223800.0,Petrol,2
Porsche,911 Dakar Limited Edition,3.0L Twin-Turbo Flat-6,473.0,222000.0,Petrol,4
Porsche,911 Carrera GTS Lightweight,3.0L Twin-Turbo Flat-6,473.0,145300.0,Petrol,4
Porsche,911 Targa 4 Lightweight,3.0L Twin-Turbo Flat-6,379.0,135500.0,Petrol,4
Porsche,911 Turbo Exclusive Series,3.8L Twin-Turbo Flat-6,607.0,258000.0,Petrol,4
Porsche,911 GT2 RS,3.8L Twin-Turbo Flat-6,700.0,293200.0,Petrol,2
Porsche,911 GT3 Cup,4.0L Naturally Aspirated Flat-6,510.0,245000.0,Petrol,1
Porsche,911 GT4 RS,4.0L Naturally Aspirated Flat-6,500.0,222000.0,Petrol,2
Porsche,911 RSR (Motorsport Edition),4.2L Naturally Aspirated Flat-6,515.0,750000.0,Petrol,1
Porsche,911 Sport Turismo,3.0L Twin-Turbo Flat-6,379.0,116000.0,Petrol,4
Porsche,911 Turbo Cabriolet Lightweight,3.8L Twin-Turbo Flat-6,572.0,191300.0,Petrol,4
Porsche,911 Dakar Sport,3.0L Twin-Turbo Flat-6,473.0,233000.0,Petrol,4
Tata Motors,Tiago,1.2L Revotron 3-cylinder Petrol,86.0,8200.0,Petrol,5
Tata Motors,Tiago EV,Permanent Magnet Synchronous,74.0,11000.0,Electric,5
Tata Motors,Altroz,1.2L Revotron Petrol / 1.5L Diesel,87.5,10400.0,Petrol/Diesel,5
